違約組,未違約組
0.17471811,0.001207618
0.234616747,0.005365804
0.121374772,0.000379908
0.143756768,0.003572496
0.103655056,0.00256102
0.05619921,0.003565706
0.13304774,0.00101484
0.051083543,0.008021807
0.147580771,0.004074185
0.142748594,0.001009628
0.121039125,0.086638857
0.036260739,0.001332288
0.049046075,0.001894146
0.032680162,0.01117753
0.041790103,0.038125508
0.087343825,0.033370633
0.02674206,0.014132119
0.03583073,0.003924963
0.083603632,0.061284752
0.100290503,0.042498365
0.012379956,0.06456889
0.043443601,0.005122392
0.063618911,0.055656819
0.106484736,0.121097157
0.229287735,0.013410453
0.054909625,0.000752595
0.050025299,0.031350959
0.073400735,0.002858368
0.063712309,0.034591668
0.185685918,0.030855837
0.036940142,0.029566849
0.136695407,0.00375382
0.413271239,0.016898108
0.31962584,0.009063116
0.03852461,0.050403565
0.147268034,0.011592247
0.01817056,0.024054041
0.112249338,0.003782187
0.031417431,0.005989926
0.136938311,0.061994489
0.101991343,0.0087483
0.054348468,0.015868741
0.054321509,0.017906454
0.058664472,0.001071106
0.021211262,0.02529537
0.049345971,0.048531102
0.06507345,0.000772982
0.021282923,0.006198581
0.055730931,0.008439702
0.02831073,0.146350994
0.017351729,0.002356721
0.075755808,0.055195262
0.029817678,0.012649302
0.098804666,0.002814816
0.050357989,0.004644588
0.030304637,0.017675457
0.079484129,0.002445542
0.033789915,0.001945529
0.030968346,0.017622424
0.062825085,0.041803488
0.1079358,0.113149223
0.437176948,0.066590981
0.11292378,0.011497852
0.057150481,0.048612801
0.118735991,0.067122446
0.066120754,0.006774555
0.087882431,0.00345054
0.095121333,0.024748166
0.034320487,0.091748803
0.076367406,0.000943291
0.37654938,0.004186562
0.03402175,0.018801542
0.06927052,0.216299749
0.072605175,0.001161861
0.116863915,0.002994544
0.095028237,0.021095021
0.249628707,0.008723775
0.14623507,0.144039937
0.05428739,0.008285544
0.044650611,0.003510636
0.264126618,0.205727949
0.022255544,0.111968444
0.112530446,0.000758162
0.104545075,0.011109054
0.041720517,0.009124501
0.122208563,0.032368543
0.021446738,0.095699269
0.084120157,0.020816131
0.054104089,0.035567602
0.637273283,0.011948594
0.023404139,0.004376112
0.025121943,0.154889086
0.093158447,0.002578208
0.043068094,0.017007016
0.014541262,0.001177519
0.01326374,0.063163522
0.031690651,0.025857579
0.095583584,0.008001643
0.035711644,0.048365176
0.007207861,0.007207097
0.040737241,0.001570731
0.003105235,0.009098563
0.142865637,0.025541786
0.031121485,0.034271983
0.070126211,0.001288395
0.019079052,0.025961733
0.058157013,0.008798815
0.012767015,0.008782199
0.081560365,0.001519823
0.102430425,0.006978624
0.0821627,0.012515156
0.115197199,0.002246366
0.011626733,0.050242923
0.081987231,0.001265656
0.015630952,0.00346031
0.01139435,0.015617317
0.035384045,0.011286871
0.085982456,0.297576108
0.028957767,0.05700533
0.00669083,0.003770544
0.233023713,0.072391683
0.352476455,0.007136235
0.103611708,0.005501737
0.065192701,0.089367137
0.073643915,0.043779485
0.132433559,0.023323069
0.008427388,0.0027633
0.009084873,0.011874575
0.074616345,0.024532655
0.027768622,0.005516587
0.009279476,0.014590452
0.005366791,0.237910706
0.0397945,0.002070303
0.023033858,0.030388436
0.234631667,0.020813576
0.139249053,0.077048572
0.305073868,0.003008978
0.101607633,0.104708559
0.017329183,0.010663071
0.086658965,0.000352108
0.254477208,0.002709595
0.046129546,0.031828031
0.139218602,0.017439468
0.083792177,0.010067269
0.094695634,0.001897271
0.053954406,0.005977845
0.065618683,0.070798606
0.068560469,0.000382589
0.123890784,0.002860628
0.099996649,0.006740987
0.158664501,0.007015664
0.056773955,0.001055135
0.02454933,0.00415867
0.005739807,0.009328743
0.102225884,0.003657649
0.054465741,0.00039458
0.026939726,0.037700991
0.33264997,0.009732625
0.009116029,0.020329855
0.065773017,0.001476177
0.029071945,0.003330478
0.027904403,0.004184297
0.088545756,0.015488572
0.037026204,0.024668091
0.014313048,0.00218342
0.014273106,0.000453883
0.057043533,0.024666464
0.19867118,0.005798536
0.107595726,0.009058584
0.06198882,0.018182162
0.028689876,0.000534024
0.058071253,0.013575265
0.067831921,0.000195915
0.041950117,0.003086901
0.029854635,0.026681708
0.067774038,0.004247573
0.100851689,0.008977979
0.064702397,0.006600685
0.222459815,0.016075927
0.066942912,0.021832579
0.028001853,0.064847427
0.018961435,0.274283778
0.464551066,0.001420539
0.029404533,0.005823551
0.02003171,0.002362773
0.049936042,0.004699199
0.037830363,0.003135224
0.041884074,0.004341549
0.126256346,0.000800677
0.08929437,0.180966664
0.018483813,0.005832339
0.048102102,0.001096527
0.071039123,0.003744194
0.029162327,0.001044159
0.29691319,0.025880473
0.096872885,0.038739371
0.076544284,0.030366446
0.022542981,0.001279768
0.034585682,0.064707016
0.103331676,0.045599916
0.402452282,0.001832263
0.028245211,0.000942084
0.071151816,0.034770155
0.069118965,0.037865038
0.046044848,0.001035538
0.018388366,0.005021219
0.047457859,0.010926919
0.079399477,0.019577257
0.039287697,0.003208735
0.037483718,0.005179239
0.086242553,0.021204694
0.009387365,0.054648487
0.052998332,0.002466797
0.14334885,0.046266361
0.018907659,0.015832526
0.181231796,0.026769642
0.118655617,0.004712713
0.025974264,0.002629876
0.023957363,0.002828732
0.126094817,0.039462682
0.016037148,0.044947604
0.4084294,0.022303747
0.178048713,0.001557684
0.024570362,0.002687428
0.02400428,0.014608942
0.081220828,0.014527413
0.074277378,0.005661372
0.558542777,0.002068546
0.171451628,0.001727777
0.191159142,0.004488976
0.066349692,0.03251493
0.020373977,0.00448741
0.166418881,0.010125711
0.07297778,0.018229666
0.013265199,0.001209947
0.370862058,0.017750362
0.058973902,0.024712292
0.08014357,0.003778952
0.233389559,0.002863314
0.076881451,0.004487948
0.100930672,0.019302171
0.10410892,0.000183997
0.0410691,0.000962566
0.014369584,0.001160048
0.081829054,0.00161229
0.501197407,0.001869459
0.033944195,0.030954425
0.019332569,0.020682554
0.034786637,0.275691069
0.573107457,0.008040769
0.135869065,0.009140904
0.030746409,0.029124603
0.156818938,0.014325938
0.245403012,0.001424416
0.051638948,0.001318076
0.614517164,0.007342079
0.036855508,0.001371123
0.28300168,0.006846521
0.137752677,0.001350859
0.259420461,0.002108405
0.023396084,0.003230872
0.360608886,0.001770952
0.329137181,0.009835751
0.220003028,0.002779156
0.152820537,0.018220347
0.041322237,0.025110213
0.081085425,0.025504384
0.037885269,0.029288756
0.32147433,0.019070248
0.041620604,0.001719288
0.048470245,0.065918901
0.110345188,0.18496353
0.196576903,0.002579882
0.124941181,0.013485594
0.125695981,0.002774961
0.536960242,0.004352663
0.04966882,0.020342292
0.161170205,0.058785772
0.400968228,0.033245305
0.370234847,0.075730726
0.109150733,0.071598438
0.100580689,0.001784909
0.39073894,0.000902166
0.204414054,0.002824548
0.036412419,0.002636231
0.057229044,0.011261903
0.032117688,0.005260951
0.123023448,0.006643821
0.017329125,0.003985056
0.13619521,0.021695759
0.041033683,0.030173615
0.207647381,0.013501807
0.050023869,0.000773651
0.28971352,0.001603002
0.137064941,0.002873805
0.316084288,0.001248436
0.222080391,0.003733192
0.064558707,0.002658279
0.051177927,0.015645867
0.352799914,0.018227637
0.17752775,0.008962939
0.280905257,0.026741069
0.144992986,0.07288171
0.31515523,0.002638335
0.088000081,0.029019648
0.13600791,0.00433913
0.013834448,0.024790308
0.047496929,0.011763299
0.087163289,0.000639617
0.209674176,0.004656404
0.103304909,0.008593268
0.072075269,0.008771875
0.208284164,0.00164925
0.353321033,0.02995052
0.132366097,0.082990639
0.135333109,0.019425281
0.024558839,0.001028516
0.032255795,0.01996267
0.056115539,0.009032531
0.217287703,0.022055834
0.146731263,0.034045005
0.022015824,0.000319658
0.193858104,0.013989305
0.006402981,0.000445024
0.252781838,0.002618087
0.068100624,0.016266169
0.136084123,0.011225954
0.187327288,0.112850909
0.463032902,0.003351631
0.066132212,0.079269282
0.024714601,0.005339482
0.064214896,0.021148663
0.010590168,0.003113524
0.049881982,0.001698162
0.097657325,0.002858407
0.026701794,0.010209001
0.205621145,0.006543804
0.070750758,0.01125399
0.340050257,0.028405014
0.045372315,0.027175754
0.155422359,0.000620674
0.393251991,0.006655731
0.063879886,0.000877981
0.15186615,0.039513937
0.052998615,0.004794795
0.045238172,0.001971651
0.070116575,0.105156831
0.006989184,0.002875874
0.03297952,0.004374409
0.237651565,0.01669323
0.040116505,0.014554186
0.01782823,0.008623165
0.051733801,0.009307611
0.202227863,0.292995722
0.095969312,0.001417367
0.033073013,0.008233601
0.508894815,0.019673727
0.369652128,0.036780611
0.115209681,0.000998812
0.0841714,0.001803435
0.074497351,0.002320416
0.089618583,0.029508843
0.103906873,0.003536201
0.094073812,0.127019767
0.154173769,0.004811982
0.21983066,0.066313674
0.049064505,0.03502508
0.026870259,0.040584607
0.09553881,0.012728808
0.170216668,0.230457736
0.102675066,0.002871705
0.178031682,0.059663781
0.07568911,0.00666625
0.052521639,0.026342627
0.054790986,0.148831085
0.131154369,0.005895982
0.022124856,0.002361913
0.01811504,0.045859639
0.133939269,0.002266703
0.25771582,0.000249434
0.019717357,0.11310004
0.291332934,0.012461412
0.226081856,0.020637072
0.03346815,0.003738207
0.023028307,0.001050877
0.066145484,0.007201705
0.156796404,0.00566596
0.097508081,0.001714567
0.120595305,0.022382509
0.159896175,0.015571069
0.021120432,0.001470735
0.110116294,0.012565757
0.127587204,0.002808269
0.050080996,0.012753777
0.060638798,0.003276717
0.223612335,0.130060096
0.043665568,0.005968169
0.163742568,0.004314439
0.11964478,0.002209675
0.228516248,0.028119781
0.186716683,0.006255312
0.11344843,0.002008315
0.15410383,0.00196394
0.073346036,0.00210312
0.172798995,0.023850893
0.022105891,0.00038653
0.208266536,0.309487672
0.053372476,0.021019274
0.03068611,0.000375835
0.118261898,0.001042376
0.238178074,0.018769193
0.1541574,0.003950666
0.041444769,0.001273267
0.281352542,0.012562006
0.073961875,0.002805675
0.174224595,0.043744657
0.067281226,0.026786949
0.030480285,0.010860156
0.183045849,0.015876035
0.125116341,0.147308591
0.06005799,0.072779102
0.26151605,0.057219953
0.066950152,0.020349204
0.231279347,0.000685115
0.10268914,0.002508616
0.512394456,0.007345356
0.06219515,0.063586173
0.252037105,0.039668369
0.085372894,0.023987516
0.121137747,0.064770566
0.290874982,0.027496967
0.284402577,0.282982379
0.174902323,0.007801038
0.385457773,0.002627351
0.095448337,0.005082862
0.077003036,0.000859316
0.180130093,0.000331877
0.062525832,0.07984598
0.139769434,0.001033556
0.018032782,0.013083491
0.518473559,0.003376268
0.045798456,0.002993963
0.103415531,0.074517515
0.152901152,0.08240134
0.129274474,0.01003029
0.153426166,0.008864921
0.120028161,0.00823869
0.067461639,0.002408348
0.193191326,0.043991384
0.074855101,0.010486924
0.114539841,0.012317742
0.114166823,0.047752542
0.112230679,0.022388892
0.038196714,0.02978892
0.061983745,0.003188225
0.245164912,0.001425978
0.130011738,0.110204132
0.059138516,0.009203387
0.034668433,0.03874462
0.128155278,0.014307699
0.0945575,0.002226398
0.067494311,0.009211246
0.158265971,0.002026815
0.193415172,0.027726291
0.174936052,0.118977394
0.024522509,0.015306752
0.090560236,0.002698171
0.048673447,0.000897302
0.256990999,0.099982607
0.102326131,0.005576781
0.081940706,0.279387157
0.023954261,0.001577295
0.033450988,0.005997457
0.153967408,0.002924984
0.01655813,0.02675647
0.178655791,0.0076427
0.161911645,0.004132096
0.063575725,0.04616592
0.15705995,0.123613788
0.05934221,0.005071125
0.019340946,0.006233356
0.489845989,0.001771542
0.055151294,0.031746823
0.111199221,0.00297901
0.13385321,0.425752661
0.043884244,0.001036328
0.085016449,0.015416983
0.18463449,0.002029819
0.226836137,0.049584933
0.052602287,0.0406379
0.026008215,0.029270565
0.038726711,0.000719524
0.13279036,0.006778408
0.103401936,0.023444121
0.238058405,0.002422362
0.139673577,0.099691202
0.148839342,0.008085912
0.135745552,0.013180083
0.142976719,0.002292452
0.105758291,0.136922903
0.066822375,0.018220838
0.061258524,0.081544646
0.084946859,0.014508447
0.015841804,0.021523946
0.235542326,0.009081727
0.054964714,0.250917094
0.046124714,0.008872322
0.093175904,0.014000109
0.012071296,0.050676722
0.141605726,0.003966215
0.087184728,0.010852169
0.168924667,0.053841894
0.119548807,0.015027491
0.032878794,0.00084541
0.113397099,0.143156374
0.064049896,0.003308666
0.106478452,0.007483059
0.086344891,0.03308296
0.184693401,0.089965178
0.115123359,0.010432877
0.093881009,0.030378958
0.042786587,0.011623742
0.250828352,0.016758064
0.100978743,0.078165728
0.109151009,0.018207084
0.049452572,0.068463828
0.094475138,0.004590816
0.057128017,0.279283356
0.079402255,0.023040348
0.06742133,0.13618757
0.163144858,0.000808963
0.088698744,0.01068217
0.018135056,0.037704462
0.035562754,0.09019423
0.180859567,0.012283545
0.033266009,0.01908753
0.348694744,0.005915744
0.063722839,0.006088161
0.499918257,0.00070191
0.023037725,0.033191643
0.21921206,0.002880699
0.076203282,0.0037809
0.053468701,0.007210551
0.120791191,0.00281242
0.041179131,0.009100541
0.088156288,0.005684263
0.060058189,0.001337403
0.420483833,0.017291826
0.182957802,0.079827521
0.01411204,0.061727428
0.051397152,0.022714708
0.119524048,0.019889225
0.066932574,0.009235479
0.030830599,0.002369971
0.057019578,0.0092885
0.211552907,0.00146632
0.239214266,0.010660465
0.19455939,0.162490462
0.055043252,0.002608694
0.100793084,0.003720029
0.050054688,0.00156342
0.086624098,0.038798327
0.03515103,0.005049924
0.107100378,0.047486453
0.3181719,0.021241481
0.053329813,0.023490396
0.041319201,0.004187055
0.065871579,0.001426263
0.374379325,0.006395083
0.016372966,0.001962633
0.201222348,0.097030976
0.269875957,0.03734877
